BEFORE,5082,25067657.400
BEFORE,5125,19132697.141
BEFORE,5168,28357205.854
BEFORE,5211,25017899.574
BEFORE,5254,18664011.696
BEFORE,5297,18524548.578
BEFORE,5340,15665928.658
BEFORE,5383,14756099.749
BEFORE,5426,22955709.998
BEFORE,5469,14706684.516
BEFORE,5512,20212544.261
BEFORE,5556,26345745.917
BEFORE,5599,5660851.707
BEFORE,5642,13935349.672
BEFORE,5685,13744971.950
BEFORE,5728,46378535.559
BEFORE,5771,18952960.847
BEFORE,5814,22885236.831
BEFORE,5857,11632426.184
BEFORE,5900,25109490.825
BEFORE,5943,10888076.830
BEFORE,5986,19877849.914
BEFORE,6029,16898421.550
BEFORE,6072,14268164.388
BEFORE,6115,15963770.050
BEFORE,6158,28490140.878
BEFORE,6202,49164878.000
BEFORE,6245,15061146.846
BEFORE,6288,5508174.123
BEFORE,6331,18407262.360
BEFORE,6374,14697290.835
BEFORE,6417,7603494.072
BEFORE,6460,10007266.521
BEFORE,6503,11824009.208
BEFORE,6546,12182516.444
BEFORE,6589,8548040.856
BEFORE,6632,10579178.356
BEFORE,6675,9109446.981
BEFORE,6718,14821486.587
BEFORE,6761,15516529.579
BEFORE,6804,14739651.793
BEFORE,6848,19706152.809
BEFORE,6891,9733635.494
BEFORE,6934,14417544.475
BEFORE,6977,14785488.585
BEFORE,7020,4813303.357
BEFORE,7063,15699905.583
BEFORE,7106,7411591.763
BEFORE,7149,11316609.209
BEFORE,7192,17417084.591
BEFORE,7235,14761535.746
BEFORE,7278,13993513.814
BEFORE,7321,15901204.605
BEFORE,7364,3824808.135
BEFORE,7407,11578449.848
BEFORE,7450,8134502.054
BEFORE,7494,6413474.993
BEFORE,7537,11159528.151
BEFORE,7580,7736565.366
BEFORE,7623,6942430.269
BEFORE,7666,15251068.240
BEFORE,7709,8019777.914
BEFORE,7752,7761891.823
BEFORE,7795,10978734.457
BEFORE,7838,1221745.089
BEFORE,7881,9175658.144
BEFORE,7924,10224546.156
BEFORE,7967,10548238.278
BEFORE,8010,18887205.754
BEFORE,8053,5740396.419
BEFORE,8096,11432042.059
BEFORE,8140,11988736.010
BEFORE,8183,6901785.320
BEFORE,8226,15056745.568
BEFORE,8269,8634727.758
BEFORE,8312,10188720.281
BEFORE,8355,11590179.253
BEFORE,8398,6770575.130
BEFORE,8441,8539017.910
BEFORE,8484,13769952.166
BEFORE,8527,3644308.087
BEFORE,8570,12700747.285
BEFORE,8613,2876476.273
BEFORE,8656,4511810.175
BEFORE,8699,16841515.151
BEFORE,8742,5954111.021
BEFORE,8786,12819004.503
BEFORE,8829,7831714.949
BEFORE,8872,6495090.366
BEFORE,8915,12812863.173
BEFORE,8958,12569054.246
BEFORE,9001,7610201.338
BEFORE,9044,17222092.090
BEFORE,9087,5228524.775
BEFORE,9130,16615335.789
BEFORE,9173,17710749.609
BEFORE,9216,19955613.792
BEFORE,9259,44490625.601
BEFORE,9302,2296842889.309
BEFORE,9345,45469782.042
BEFORE,9388,24114031.249
BEFORE,9432,21525236.373
BEFORE,9475,16090139.254
BEFORE,9518,14779850.867
BEFORE,9561,13147635.481
BEFORE,9604,6922019.841
BEFORE,9647,12359688.256
BEFORE,9690,6410542.683
BEFORE,9733,11218041.196
BEFORE,9776,12053561.916
BEFORE,9819,7373044.999
BEFORE,9862,7994152.656
BEFORE,9905,10339600.136
BEFORE,9948,5969307.376
BEFORE,9991,4176171.454
BEFORE,10034,9588192.362
BEFORE,10078,5254199.845
BEFORE,10121,21659306.605
BEFORE,10164,6553726.831
BEFORE,10207,7173871.997
BEFORE,10250,14233655.038
BEFORE,10293,6258406.559
BEFORE,10336,7826228.284
BEFORE,10379,5724897.710
BEFORE,10422,4264822.116
BEFORE,10465,8690867.901
BEFORE,10508,8630386.502
BEFORE,10551,10648450.299
BEFORE,10594,4225689.237
BEFORE,10637,9823507.841
BEFORE,10680,8287859.308
BEFORE,10724,7871849.774
BEFORE,10767,4374381.841
BEFORE,10810,11382505.337
BEFORE,10853,6404338.529
BEFORE,10896,9971067.159
BEFORE,10939,7471498.478
BEFORE,10982,8000640.944
BEFORE,11025,9085061.050
BEFORE,11068,8456579.894
BEFORE,11111,2882554.570
BEFORE,11154,8282537.559
BEFORE,11197,7900654.860
BEFORE,11240,3347810.206
BEFORE,11283,8632587.692
BEFORE,11326,5122337.350
BEFORE,11370,7690426.655
BEFORE,11413,7985785.709
BEFORE,11456,3735836.502
BEFORE,11499,6891302.609
BEFORE,11542,9882120.353
BEFORE,11585,5357242.278
BEFORE,11628,7616549.614
BEFORE,11671,6982340.810
BEFORE,11714,7281621.843
BEFORE,11757,7516849.415
BEFORE,11800,9908816.782
BEFORE,11843,5513306.104
BEFORE,11886,6289949.785
BEFORE,11929,3188967.160
BEFORE,11972,5622298.933
AFTER,2024,5525285.108
AFTER,2067,7904917.753
AFTER,2110,11968251.925
AFTER,2153,32005640.174
AFTER,2196,70085139.419
AFTER,2239,81654096.448
AFTER,2283,19386048.706
AFTER,2326,11259656.944
AFTER,2369,19770149.891
AFTER,2412,11186208.560
AFTER,2455,5720615.404
AFTER,2498,12076259.411
AFTER,2541,24466821.390
AFTER,2584,17440269.862
AFTER,2627,8261676.683
AFTER,2670,13232128.915
AFTER,2713,12669144.428
AFTER,2756,7391525.079
AFTER,2799,9800286.310
AFTER,2842,9430082.007
AFTER,2885,8318511.310
AFTER,2929,4378991.074
AFTER,2972,28448526.720
AFTER,3015,10939467.410
AFTER,3058,1257515.643
AFTER,3101,1563056.584
AFTER,3144,5684678.201
AFTER,3187,16105244.306
AFTER,3230,7026413.914
AFTER,3273,5272054.228
AFTER,3316,3560319.789
AFTER,3359,10540802.085
AFTER,3402,10606910.067
AFTER,3445,10442489.887
AFTER,3488,12969351.969
AFTER,3531,7215122.178
AFTER,3575,9976361.966
AFTER,3618,3551409.996
AFTER,3661,7867330.007
AFTER,3704,6253848.663
AFTER,3747,1585677.707
AFTER,3790,9177959.099
AFTER,3833,7387281.566
AFTER,3876,4401312.669
AFTER,3919,3827425.047
AFTER,3962,3751773.404
AFTER,4005,6650724.800
AFTER,4048,7870413.597
AFTER,4091,2514756.752
AFTER,4134,3346823.920
AFTER,4177,4848319.466
AFTER,4221,710637.794
AFTER,4264,6045180.588
AFTER,4307,3923641.781
AFTER,4350,2341432.721
AFTER,4393,1134681.997
AFTER,4436,2670491.927
AFTER,4479,5789665.235
AFTER,4522,2779212.505
AFTER,4565,784450.566
AFTER,4608,4683856.804
AFTER,4651,4865468.099
AFTER,4694,3105624.235
AFTER,4737,6196126.785
AFTER,4780,4706475.994
AFTER,4823,6037327.704
AFTER,4867,8267853.466
AFTER,4910,3208181.485
AFTER,4953,5900681.121
AFTER,4996,4673147.524
AFTER,5039,6830695.438
AFTER,5082,5045422.060
AFTER,5125,4628422.369
AFTER,5168,9228820.763
AFTER,5211,7967612.633
AFTER,5254,4479083.697
AFTER,5297,2892551.904
AFTER,5340,5572698.499
AFTER,5383,3883945.497
AFTER,5426,3022049.879
AFTER,5469,2739583.498
AFTER,5512,2735329.141
AFTER,5556,3328431.248
AFTER,5599,4500701.106
AFTER,5642,1409492.218
AFTER,5685,1806945.633
AFTER,5728,5555661.348
AFTER,5771,2016524.950
AFTER,5814,3873266.134
AFTER,5857,3487447.273
AFTER,5900,2541470.912
AFTER,5943,4119242.994
AFTER,5986,6141889.026
AFTER,6029,1460296.671
AFTER,6072,4634934.987
AFTER,6115,1741972.861
AFTER,6158,3117719.660
AFTER,6202,1684263.769
AFTER,6245,1552959.080
AFTER,6288,6677719.154
AFTER,6331,644412.790
AFTER,6374,1473656.788
AFTER,6417,4139985.605
AFTER,6460,3909355.393
AFTER,6503,2717049.026
AFTER,6546,4817671.501
AFTER,6589,9099834.566
AFTER,6632,4068807.769
AFTER,6675,3920322.193
AFTER,6718,4324263.705
AFTER,6761,3008731.736
AFTER,6804,3462975.555
AFTER,6848,2860911.789
AFTER,6891,3730022.955
AFTER,6934,3795059.062
AFTER,6977,858429.688
AFTER,7020,3130559.474
AFTER,7063,1531636.585
AFTER,7106,1474515.463
AFTER,7149,1537479.166
AFTER,7192,595675.620
AFTER,7235,4044463.348
AFTER,7278,1036097.724
AFTER,7321,527732.876
AFTER,7364,2195848.126
AFTER,7407,3869963.638
AFTER,7450,2620673.192
AFTER,7494,3642750.339
AFTER,7537,2287360.161
AFTER,7580,1397355.281
AFTER,7623,2290953.733
AFTER,7666,853006.810
AFTER,7709,4222199.218
AFTER,7752,5178977.729
AFTER,7795,2785420.495
AFTER,7838,4691254.338
AFTER,7881,4388796.391
AFTER,7924,725359.600
AFTER,7967,5440169.510
AFTER,8010,2510805.385
AFTER,8053,4408656.962
AFTER,8096,4002311.508
AFTER,8140,1568027.856
AFTER,8183,1748032.837
AFTER,8226,626608.724
AFTER,8269,1162616.464
AFTER,8312,3009566.977
AFTER,8355,1943912.504
AFTER,8398,3283488.893
AFTER,8441,2257895.539
AFTER,8484,2219493.227
AFTER,8527,4096110.369
AFTER,8570,1965155.809
AFTER,8613,2637352.513
AFTER,8656,3492415.534
AFTER,8699,241791.781
AFTER,8742,1510870.513
AFTER,8786,435401.237
AFTER,8829,1271148.650
AFTER,8872,1997701.635
AFTER,8915,1273769.567
AFTER,8958,2049091.714
AFTER,9001,1720926.029
AFTER,9044,495376.277
AFTER,9087,1933626.554
AFTER,9130,3014829.992
AFTER,9173,2051642.369
AFTER,9216,2210251.920
AFTER,9259,485374.399
AFTER,9302,4318283.353
AFTER,9345,1108634.488
AFTER,9388,1798662.447
AFTER,9432,1824484.642
AFTER,9475,1183704.102
AFTER,9518,5046965.314
AFTER,9561,935634.101
AFTER,9604,3906439.624
AFTER,9647,1959237.308
AFTER,9690,4480090.727
AFTER,9733,896262.492
AFTER,9776,2108895.729
AFTER,9819,2944678.967
AFTER,9862,3419186.731
AFTER,9905,2665952.109
AFTER,9948,3224137.901
AFTER,9991,447032.608
AFTER,10034,1162966.744
AFTER,10078,906992.975
AFTER,10121,1097354.989
AFTER,10164,4257422.807
AFTER,10207,1602076.985
AFTER,10250,3011874.478
AFTER,10293,1588700.534
AFTER,10336,2702335.923
AFTER,10379,3657556.135
AFTER,10422,2033795.829
AFTER,10465,2750615.275
AFTER,10508,1151775.585
AFTER,10551,2819749.908
AFTER,10594,1349528.406
AFTER,10637,1135159.413
AFTER,10680,3811735.500
AFTER,10724,1566413.369
AFTER,10767,1365161.395
AFTER,10810,1372111.834
AFTER,10853,909648.573
AFTER,10896,213796.790
AFTER,10939,3291615.607
AFTER,10982,6523071.345
AFTER,11025,1102830.215
AFTER,11068,2028826.273
AFTER,11111,3340853.560
AFTER,11154,2478103.627
AFTER,11197,4487068.782
AFTER,11240,1180400.730
AFTER,11283,2544611.862
AFTER,11326,1513942.040
AFTER,11370,2596905.722
AFTER,11413,1150210.503
AFTER,11456,1641587.780
AFTER,11499,1776366.955
AFTER,11542,928316.221
AFTER,11585,1184993.025
AFTER,11628,2796566.782
AFTER,11671,3328325.628
AFTER,11714,326198.401
AFTER,11757,5942161.478
AFTER,11800,2223182.126
AFTER,11843,1695203.351
AFTER,11886,2531532.168
AFTER,11929,2003447.947
AFTER,11972,1371417.142
