BEFORE,2024,19302933.294
BEFORE,2067,30587233.681
BEFORE,2110,36568655.018
BEFORE,2153,21233854.866
BEFORE,2196,268875799.932
BEFORE,2239,44275842.108
BEFORE,2283,44926423.580
BEFORE,2326,50619674.297
BEFORE,2369,64113748.406
BEFORE,2412,42112007.768
BEFORE,2455,71849620.808
BEFORE,2498,59261459.538
BEFORE,2541,80136704.628
BEFORE,2584,106563528.561
BEFORE,2627,70060881.503
BEFORE,2670,84153455.263
BEFORE,2713,118796038.455
BEFORE,2756,69075545.991
BEFORE,2799,153321554.461
BEFORE,2842,117986205.863
BEFORE,2885,159728839.687
BEFORE,2929,241599040.031
BEFORE,2972,240229986.663
BEFORE,3015,429349086.710
BEFORE,3058,766218093.870
BEFORE,3101,8579527826.428
BEFORE,3144,781928151.619
BEFORE,3187,440958588.397
BEFORE,3230,263862615.746
BEFORE,3273,252694432.675
BEFORE,3316,159415981.294
BEFORE,3359,133927607.331
BEFORE,3402,132289712.956
BEFORE,3445,89182140.349
BEFORE,3488,104706487.663
BEFORE,3531,61691955.958
BEFORE,3575,78093436.734
BEFORE,3618,87148303.106
BEFORE,3661,71549987.360
BEFORE,3704,46050108.123
BEFORE,3747,58665534.640
BEFORE,3790,56064913.432
BEFORE,3833,38013928.760
BEFORE,3876,53073425.144
BEFORE,3919,32597426.393
BEFORE,3962,112218013.508
BEFORE,4005,50936699.409
BEFORE,4048,46640600.729
BEFORE,4091,43380120.145
BEFORE,4134,41090850.340
BEFORE,4177,36783308.732
BEFORE,4221,41716378.151
BEFORE,4264,42686516.657
BEFORE,4307,21531124.446
BEFORE,4350,38531733.136
BEFORE,4393,21441652.145
BEFORE,4436,29020050.673
BEFORE,4479,34263637.961
BEFORE,4522,24855905.379
BEFORE,4565,19220399.735
BEFORE,4608,26007129.946
BEFORE,4651,17403770.718
BEFORE,4694,33385572.832
BEFORE,4737,28456627.086
BEFORE,4780,20331946.610
BEFORE,4823,56575228.695
BEFORE,4867,36274479.656
BEFORE,4910,19802935.740
BEFORE,4953,22538384.801
BEFORE,4996,17444279.769
BEFORE,5039,27026992.802
